date,window_start,l1_norm,l2_norm,total_persistence,max_persistence,n_loops,mean_birth,mean_death,rolling_mean_persistence,rolling_var,spectral_power
1928-03-15,1928-01-04,2.27991002004959e-6,3.56628087635911e-5,0.00635657858247866,0.0021569098151296,6,0.00486679223745615,0.00592622200120259,NA,NA,NA
1928-03-16,1928-01-05,2.40086243832592e-6,3.60535348425553e-5,0.00705235763491619,0.0021569098151296,7,0.00490679287568041,0.0059142725378113,NA,NA,NA
1928-03-19,1928-01-06,2.39612955335622e-6,3.60506522130609e-5,0.00691268952157186,0.0021569098151296,6,0.00456608939451109,0.00571820431477306,NA,NA,NA
1928-03-20,1928-01-09,2.33725904917773e-6,3.58031409641733e-5,0.00671520631137847,0.0021569098151296,6,0.00459900326287665,0.00571820431477306,NA,NA,NA
1928-03-21,1928-01-10,2.33725904917773e-6,3.58031409641733e-5,0.00671520631137847,0.0021569098151296,6,0.00459900326287665,0.00571820431477306,NA,NA,NA
1928-03-22,1928-01-11,2.42530493623638e-6,3.85856989314752e-5,0.00622998884384818,0.0023424016592231,6,0.00456608779380391,0.00560441926777861,NA,NA,NA
1928-03-23,1928-01-12,2.42530493623638e-6,3.85856989314752e-5,0.00622998884384818,0.0023424016592231,6,0.00456608779380391,0.00560441926777861,NA,NA,NA
1928-03-26,1928-01-13,2.42671595476474e-6,3.85860214821391e-5,0.00630539045216803,0.0023424016592231,7,0.00445453925071156,0.005355309315307,NA,NA,NA
1928-03-27,1928-01-16,2.36348301266335e-6,3.84474033556672e-5,0.00580308941126434,0.0023424016592231,6,0.00460481170657208,0.00557199327511614,NA,NA,NA
1928-03-28,1928-01-17,2.44369698740763e-6,3.84670089192759e-5,0.00642529901051416,0.0023424016592231,6,0.00445949881565216,0.00553038198407118,NA,NA,NA
1928-03-29,1928-01-18,2.03949554508549e-6,3.54181469717882e-5,0.00567073868953437,0.0023424016592231,6,0.00445949881565216,0.00540462193057455,NA,NA,NA
1928-03-30,1928-01-19,1.87942783998399e-6,3.27490891770687e-5,0.00552963906874924,0.00220130203843798,6,0.00448301541911634,0.00540462193057455,NA,NA,NA
1928-04-02,1928-01-20,2.15653768395203e-6,3.4907948824425e-5,0.00623184336027108,0.00220130203843798,7,0.0046507685448854,0.00554103188206699,NA,NA,NA
1928-04-03,1928-01-23,2.38445954820175e-6,3.5875877710182e-5,0.00736326208313895,0.00220130203843798,9,0.00487061144861575,0.00568875168007563,NA,NA,NA
1928-04-04,1928-01-24,1.32606488080441e-6,2.24406369582645e-5,0.00572517829306986,0.00156706013000918,10,0.00504444651180468,0.00561696434111166,NA,NA,NA
1928-04-05,1928-01-25,1.3960975894169e-6,2.2602500837674e-5,0.00663268290686164,0.00156706013000918,13,0.00492599080898829,0.00543619718643919,NA,NA,NA
1928-04-09,1928-01-26,1.47560828129184e-6,2.28859333676625e-5,0.00735618076959364,0.00156706013000918,15,0.00487685485266307,0.00536726690396931,NA,NA,NA
1928-04-10,1928-01-27,3.10364449576473e-6,4.70205498600174e-5,0.0084603101532537,0.00276087431414581,13,0.00482443597757467,0.00547522906628649,NA,NA,NA
1928-04-11,1928-01-30,2.80015154895426e-6,4.47302718973372e-5,0.00818643159959626,0.00276087431414581,14,0.00491167711254194,0.00549642222679882,NA,NA,NA
1928-04-12,1928-01-31,2.80015154895426e-6,4.47302718973372e-5,0.00818643159959626,0.00276087431414581,14,0.00491167711254194,0.00549642222679882,NA,NA,NA
